ax_mean,ax_std,ax_max,ax_min,ax_energy,ay_mean,ay_std,ay_max,ay_min,ay_energy,az_mean,az_std,az_max,az_min,az_energy,gx_mean,gx_std,gx_max,gx_min,gx_energy,gy_mean,gy_std,gy_max,gy_min,gy_energy,gz_mean,gz_std,gz_max,gz_min,gz_energy,label,activity,subject
-0.01122,0.14447055616976076,0.178,-0.82,0.020997630000000003,-0.9572700000000001,0.25966148559229957,-0.135,-2.231,0.9837899400000001,1.6018450000000002,31.031113216914644,152.683,-154.085,965.495894885,4.42896,27.428815326193,169.512,-177.195,771.95559688,-0.0021549999999999157,19.98328558998682,105.0,-103.842,399.33170761499997,793.732295,403.05785885469095,1231.336,292.637,792466.593710495,0,1,1
-0.027625,0.1407388161631325,0.4,-0.952,0.020570555,-1.0123600000000001,0.22878441904989946,-0.242,-2.321,1.07721508,4.205205000000001,47.94278726245456,417.805,-244.39,2316.1945995849997,6.939299999999999,29.778436407239386,227.317,-88.963,934.90915935,0.23808999999999997,19.438884733746946,52.378,-147.866,377.92692654,653.2381799999999,345.9166948384503,1115.889,289.945,546378.47957767,0,1,1
-0.060355,0.14312969284882854,0.4,-0.952,0.024128835000000005,-1.006255,0.22838925100582116,-0.242,-2.321,1.064710775,4.4780750000000005,48.18381180686492,417.805,-244.39,2341.7328759449997,6.011545,31.831934977440106,227.317,-102.317,1049.410757695,0.3697949999999998,19.24902003097755,52.378,-147.866,370.661520495,602.7372199999999,353.7395652934961,1115.889,234.914,488423.83642735996,0,1,1
-0.05147499999999999,0.1076804967252659,0.492,-0.36,0.014244765000000001,-1.02124,0.18478710019912106,-0.43,-2.219,1.07707741,0.2682950000000001,35.24558154972017,140.915,-183.415,1242.323000985,2.349360000000001,38.63472912769545,211.281,-232.195,1498.1617871800001,-1.6652550000000002,20.149299900740345,74.756,-166.342,408.76736070500004,363.87306499999994,204.5922943933881,759.922,153.843,174261.61435764507,0,1,1
-0.01948,0.09906341201472922,0.492,-0.36,0.01019303,-1.004575,0.20236366861420552,-0.43,-2.219,1.0501219849999999,-0.3152300000000001,34.507365853497134,140.915,-183.415,1190.8576681,3.009445,37.14194826765251,211.281,-232.195,1388.5810803250001,-1.4639999999999997,20.098694547656574,74.756,-166.342,406.10081852,347.5402849999999,296.5086710819834,1040.941,153.843,208701.64172468506,0,1,1
0.012745000000000001,0.1305337503291773,1.018,-0.311,0.017201495000000004,-0.9876600000000001,0.15500230449899768,-0.449,-1.719,0.99949799,-0.6033150000000002,40.65514903091335,164.878,-256.524,1653.2051317149997,4.915830000000001,22.36030830782751,135.0,-78.476,524.14877221,1.0216399999999999,13.554610287662275,71.707,-64.329,184.77120834000002,522.3424749999999,430.7375849745287,1153.437,153.843,458376.52829881484,0,1,1
0.0027949999999999963,0.1835108524719996,1.018,-0.5,0.033684045,-0.984135,0.236476863086011,-0.436,-2.514,1.024443005,-0.8301749999999992,53.07284446771602,173.963,-256.524,2817.416010425,11.606670000000001,60.613735418394235,326.342,-172.683,3808.7397098599995,-1.725645,22.866063677401385,76.524,-107.012,525.834718765,633.082255,351.35094266431105,1153.437,256.086,524240.62650698493,0,2,1
-0.02613,0.13391894227479548,0.737,-0.5,0.018617059999999998,-1.0196399999999999,0.20507983908712235,-0.436,-2.514,1.08172347,0.043905000000000596,35.25677819307906,173.963,-168.232,1243.042336205,7.079845000000001,58.32469375788419,326.342,-172.683,3451.894107175,-2.499995,19.61120782856005,76.524,-107.012,390.84944749500005,378.58287,245.84844961224198,803.962,153.843,203766.44963418,0,2,1
-0.020090000000000004,0.1553006822264474,0.813,-0.767,0.024521909999999994,-1.0238450000000001,0.21946872436636614,-0.374,-2.532,1.0964251049999998,1.1109649999999995,37.422561817488855,186.646,-164.512,1401.6823762150002,2.816445,43.53983390731957,270.61,-133.659,1903.6494991150003,-2.8942099999999997,35.93784305834033,95.122,-273.842,1299.9050152099999,314.15382,194.75348120959896,715.441,153.843,136621.54106385005,0,2,1
-0.052324999999999997,0.15423611566361492,0.813,-0.767,0.026526684999999998,-1.01762,0.21785737444484177,-0.374,-2.532,1.0830123,1.4118700000000002,36.806229481340516,186.646,-164.512,1356.6919055300002,3.146015,42.29686692811626,270.61,-133.659,1798.9223623149999,-2.41495,35.74548278268878,95.122,-273.842,1283.5715228699999,298.56001,188.69526888252895,715.441,152.736,124743.98406985003,0,2,1
-0.051295,0.15734477422208845,0.384,-1.146,0.027388554999999995,-0.660595,0.7611804720137005,1.673,-2.16,1.015781465,2.0262000000000002,20.680058637489402,129.024,-142.866,431.7703116900001,-7.718005000000001,49.50148131990572,252.5,-374.634,2509.964254045,-0.87622,16.71804250208738,64.451,-132.256,280.26070659,585.6754400000001,604.091579209648,2036.736,152.736,707942.3570912001,0,2,1
0.08101500000000002,0.18837461287286034,0.384,-1.146,0.042048425,0.30205000000000004,0.8752635988660787,1.673,-2.16,0.85732057,2.0954099999999998,20.183838469476015,129.024,-142.866,411.77807843000005,-8.067985,49.370143255157515,252.5,-374.634,2502.503426995,-0.64451,16.396257638555817,64.451,-132.256,269.25265769000004,1520.6043900000002,705.66587994859,2094.68,152.736,2810202.04501089,0,2,1
0.097435,0.20906373615479085,0.5,-0.89,0.053201225,0.559935,0.7137972476656098,1.615,-2.5,0.823033715,-0.21735999999999997,18.23359532101116,62.195,-117.622,332.5112437,-11.36371,55.499969526080825,103.415,-454.695,3209.38052236,1.0664700000000003,16.571536595895385,74.756,-60.305,275.75318340999996,1586.3609800000004,666.8458421660283,2094.68,518.147,2961224.53608068,0,3,1
0.09608,0.20818401379548815,0.5,-0.89,0.05257194999999999,0.552935,0.7100653285261856,1.615,-2.5,0.8099298850000001,-0.361265,18.129715837397313,62.195,-117.622,328.8171087450001,-11.25092,55.473460431936275,103.415,-454.695,3203.8880131400006,0.7710600000000002,16.33642452608281,74.756,-60.305,267.47329981999997,1580.6147600000002,671.5747393480806,2133.445,518.147,2949355.6500603,0,3,1
0.14688500000000002,0.1226847658635741,0.636,-0.357,0.036626755,0.651005,0.6035650461839221,2.663,-0.87,0.788098275,0.34239,13.294928398750404,75.854,-59.146,176.87235204,-8.945124999999999,34.626599845629876,31.402,-249.329,1279.0166781350001,2.0451750000000004,14.727622612437319,130.366,-39.146,221.08560859500002,1639.176145,623.3870823220064,2133.445,508.631,3075509.888743005,0,3,1
0.120205,0.11759775922610091,0.636,-0.357,0.028278474999999997,0.666595,0.6091314726518405,2.663,-0.87,0.815390045,0.11679500000000004,13.582693097209221,75.854,-59.146,184.50319284499997,-8.788695,34.71454412579798,31.402,-249.329,1282.3407336650002,2.05247,14.861829739944541,130.366,-39.146,225.08661632000002,1588.1701249999999,580.9463476570012,2133.445,508.631,2859783.0047985245,0,3,1
0.378865,0.46295217547280193,2.544,-0.583,0.357863405,0.5198499999999999,0.5630663615418701,0.944,-1.353,0.5872877500000001,-11.767045000000001,37.42098415037979,48.537,-229.329,1538.7934028150003,-0.99208,21.895537340143083,111.463,-173.72,480.39877814,1.7365799999999998,29.57389471550205,275.793,-63.049,877.6309587400001,1761.63544,411.4674373259765,2342.727,1170.775,3272664.8754435997,0,3,1
0.617325,0.4174878194330944,2.544,-0.583,0.555386235,0.332485,0.549025327079726,0.875,-1.353,0.4119750850000001,-11.42867,37.54311947123067,48.537,-229.329,1540.1003176,-1.00183,21.967226460368185,111.463,-173.72,483.56270171000006,1.845085,29.76091644737734,275.793,-63.049,889.1164864449999,1908.2641899999999,541.4933584949994,2392.004,1170.775,3934687.27613055,0,3,1
0.72435,0.39875569901883534,2.765,-0.337,0.6836890299999999,0.23828000000000002,0.4944584326310959,0.693,-1.13,0.3012665,-8.921975,53.70351458689063,53.78,-459.207,2963.669116885,3.2588799999999996,20.407198330383327,131.22,-132.927,427.07404255,3.21249,20.77295096681981,186.159,-92.866,441.83558387,1681.5019800000002,617.3277723933369,2392.004,752.547,3208542.48731204,0,4,1
0.813365,0.46674561784231033,2.765,-0.337,0.8794140949999999,-0.065965,0.3715651003189077,0.586,-1.13,0.142412005,-9.495445,53.71114050098894,53.78,-459.207,2975.050089665,3.7027449999999997,23.93824315525212,131.22,-132.927,586.749805895,3.1204449999999997,20.80888226327822,186.159,-92.866,442.746758045,928.656205,303.8452798782186,1317.131,572.185,954724.3011892751,0,4,1
0.8459049999999999,0.4712463113648742,2.524,-0.525,0.937628355,-0.09371499999999999,0.31397225000786294,0.33,-1.666,0.10736107499999999,-7.368919999999999,38.43212977332377,40.671,-403.476,1531.3295808799999,0.7112549999999999,26.5907229378965,208.11,-128.537,707.5724300350001,4.059139999999999,23.683022456823362,199.878,-36.22,577.36217023,756.84799,241.44188941677024,1240.3,548.1,631113.06593218,0,4,1
0.8119749999999999,0.5022725399372338,2.524,-0.525,0.9115811049999999,-0.17521,0.32067640371564604,0.33,-1.666,0.1335319,-7.18813,39.21985552386827,40.671,-403.476,1589.8662802099998,1.6911399999999999,26.454700956548347,208.11,-111.646,702.7111572,3.86003,23.695383631186473,199.878,-24.512,576.3710370299999,681.92188,200.34724342058115,1240.3,261.73,505156.46836896,0,4,1
0.454125,0.44149571841072255,1.026,-0.302,0.401147985,0.250925,0.6971411402112201,1.571,-1.992,0.548969125,-1.8262099999999999,16.890647356922113,39.878,-118.049,288.6290111,-8.982034999999998,57.18300473762965,323.11,-455.244,3350.5729835650004,0.98381,13.373807286778884,74.268,-54.756,179.82660346,871.988385,511.36391561712367,1548.208,261.73,1021856.7977701849,0,4,1
0.1691,0.11311715166145228,0.644,-0.302,0.0413903,0.5209,0.8049801985142244,1.571,-2.419,0.91932993,-2.502715,20.064950625998932,70.732,-118.049,408.865825995,-15.557635,80.8572667635493,323.11,-455.244,6779.937595265,1.700605,15.534516507087533,74.268,-54.756,244.213260475,1128.001275,585.4425571953062,1548.208,223.813,1615129.8641770054,0,5,1
0.126075,0.08867428812795737,0.364,-0.217,0.023758035,0.5937600000000001,0.7322784527759915,1.818,-2.419,0.8887826699999999,0.20519499999999993,17.805474803469156,70.732,-77.317,317.07703796500005,-9.067974999999999,67.63463615296807,311.281,-437.195,4656.672178145,0.9374899999999998,14.289375877899635,54.085,-63.72,205.06515048,1273.60238,542.2193070678558,1656.535,223.813,1916064.7992988103,0,5,1
0.08195999999999999,0.0704785669547842,0.285,-0.236,0.01168467,0.5805549999999999,0.7384511473178168,1.818,-2.603,0.8823542050000001,0.764965,17.29540859545605,65.671,-74.634,299.71632993500003,-13.30577,71.29872050182318,398.049,-520.488,5260.551060490001,0.5502949999999999,14.699219240761566,51.22,-63.72,216.36987087499998,1245.0418849999996,525.9808806946805,1656.535,422.175,1826785.182260705,0,5,1
