timestamp,ax,ay,az,gx,gy,gz,label,activity,subject
0,-0.216,-0.893,0.357,0.5378,-0.4374,0.4984,0,stair,subject_10
0.01,-0.264,-0.798,0.456,0.5539,-0.425,0.5026,0,stair,subject_10
0.02,-0.262,-0.746,0.526,0.5643,-0.4162,0.5084,0,stair,subject_10
0.03,-0.224,-0.765,0.564,0.5675,-0.4127,0.5144,0,stair,subject_10
0.04,-0.158,-0.733,0.532,0.5643,-0.4144,0.5215,0,stair,subject_10
0.05,-0.077,-0.672,0.476,0.5561,-0.4201,0.5307,0,stair,subject_10
0.06,-0.016,-0.588,0.398,0.5431,-0.4289,0.5421,0,stair,subject_10
0.07,-0.008,-0.583,0.353,0.5259,-0.4406,0.5549,0,stair,subject_10
0.08,-0.072,-0.558,0.384,0.5058,-0.4539,0.5696,0,stair,subject_10
0.09,-0.161,-0.474,0.35,0.4823,-0.4677,0.5867,0,stair,subject_10
0.1,-0.271,-0.471,0.227,0.4549,-0.4824,0.6052,0,stair,subject_10
0.11,-0.429,-0.462,0.177,0.4241,-0.4979,0.6244,0,stair,subject_10
0.12,-0.538,-0.466,0.241,0.3909,-0.5131,0.6444,0,stair,subject_10
0.13,-0.644,-0.455,0.244,0.3542,-0.5265,0.6659,0,stair,subject_10
0.14,-0.663,-0.371,0.159,0.3151,-0.5386,0.6871,0,stair,subject_10
0.15,-0.661,-0.276,0.093,0.2745,-0.5492,0.7076,0,stair,subject_10
0.16,-0.65,-0.143,0.028,0.2321,-0.5588,0.7267,0,stair,subject_10
0.17,-0.613,-0.001,-0.056,0.1893,-0.5665,0.7438,0,stair,subject_10
0.18,-0.563,0.194,-0.145,0.1478,-0.572,0.7587,0,stair,subject_10
0.19,-0.494,0.391,-0.251,0.1084,-0.5756,0.771,0,stair,subject_10
0.2,-0.43,0.545,-0.33,0.0725,-0.5781,0.78,0,stair,subject_10
0.21,-0.416,0.63,-0.364,0.0414,-0.58,0.7862,0,stair,subject_10
0.22,-0.427,0.682,-0.375,0.0163,-0.581,0.7902,0,stair,subject_10
0.23,-0.459,0.742,-0.391,-0.0023,-0.5809,0.7929,0,stair,subject_10
0.24,-0.555,0.76,-0.372,-0.0144,-0.5794,0.7949,0,stair,subject_10
0.25,-0.608,0.777,-0.355,-0.0196,-0.5769,0.7964,0,stair,subject_10
0.26,-0.546,0.791,-0.372,-0.0185,-0.5738,0.7973,0,stair,subject_10
0.27,-0.43,0.808,-0.377,-0.0122,-0.5712,0.7969,0,stair,subject_10
0.28,-0.402,0.798,-0.35,-0.0014,-0.5698,0.7949,0,stair,subject_10
0.29,-0.457,0.767,-0.315,0.0136,-0.5691,0.7913,0,stair,subject_10
0.3,-0.514,0.697,-0.286,0.033,-0.5676,0.7866,0,stair,subject_10
0.31,-0.534,0.667,-0.272,0.0569,-0.5643,0.781,0,stair,subject_10
0.32,-0.543,0.653,-0.269,0.0852,-0.56,0.7733,0,stair,subject_10
0.33,-0.581,0.605,-0.253,0.1174,-0.556,0.7618,0,stair,subject_10
0.34,-0.681,0.523,-0.225,0.153,-0.5532,0.7453,0,stair,subject_10
0.35,-0.785,0.403,-0.173,0.191,-0.551,0.7234,0,stair,subject_10
0.36,-0.856,0.248,-0.08,0.2312,-0.5478,0.6971,0,stair,subject_10
0.37,-0.858,0.071,0.026,0.2736,-0.5406,0.6687,0,stair,subject_10
0.38,-0.807,-0.127,0.122,0.318,-0.5268,0.6414,0,stair,subject_10
0.39,-0.711,-0.26,0.177,0.3644,-0.5049,0.6181,0,stair,subject_10
0.4,-0.595,-0.297,0.178,0.4099,-0.478,0.5992,0,stair,subject_10
0.41,-0.464,-0.284,0.141,0.4524,-0.451,0.5824,0,stair,subject_10
0.42,-0.411,-0.263,0.186,0.4905,-0.4278,0.565,0,stair,subject_10
0.43,-0.413,-0.193,0.281,0.5213,-0.4113,0.5459,0,stair,subject_10
0.44,-0.371,-0.243,0.358,0.5433,-0.4029,0.5238,0,stair,subject_10
0.45,-0.276,-0.304,0.363,0.5573,-0.4009,0.4992,0,stair,subject_10
0.46,-0.206,-0.55,0.374,0.566,-0.4021,0.4734,0,stair,subject_10
0.47,-0.062,-0.72,0.43,0.5744,-0.4006,0.4509,0,stair,subject_10
0.48,0.04,-0.786,0.424,0.5852,-0.395,0.4333,0,stair,subject_10
0.49,0.065,-0.852,0.418,0.5976,-0.3869,0.4192,0,stair,subject_10
0.5,0.086,-0.836,0.472,0.6109,-0.3773,0.4082,0,stair,subject_10
0.51,0.045,-0.848,0.541,0.6237,-0.3678,0.3992,0,stair,subject_10
0.52,-0.019,-0.908,0.635,0.6343,-0.3594,0.3912,0,stair,subject_10
0.53,-0.124,-1.021,0.693,0.6414,-0.3526,0.3845,0,stair,subject_10
0.54,-0.165,-1.108,0.638,0.6444,-0.3484,0.3798,0,stair,subject_10
0.55,-0.261,-1.198,0.572,0.6434,-0.3473,0.379,0,stair,subject_10
0.56,-0.352,-1.155,0.53,0.64,-0.3488,0.3847,0,stair,subject_10
0.57,-0.313,-1.005,0.461,0.6347,-0.3531,0.3974,0,stair,subject_10
0.58,-0.247,-0.843,0.404,0.6269,-0.3602,0.4164,0,stair,subject_10
0.59,-0.242,-0.701,0.354,0.6154,-0.37,0.44,0,stair,subject_10
0.6,-0.295,-0.573,0.34,0.6004,-0.3815,0.4668,0,stair,subject_10
0.61,-0.366,-0.46,0.308,0.5816,-0.3937,0.4958,0,stair,subject_10
0.62,-0.45,-0.39,0.236,0.5595,-0.4059,0.5257,0,stair,subject_10
0.63,-0.547,-0.343,0.165,0.5349,-0.417,0.5559,0,stair,subject_10
0.64,-0.62,-0.256,0.087,0.5092,-0.4257,0.5862,0,stair,subject_10
0.65,-0.673,-0.147,0.025,0.4832,-0.4317,0.6161,0,stair,subject_10
0.66,-0.662,-0.024,-0.04,0.4566,-0.4357,0.6442,0,stair,subject_10
0.67,-0.663,0.068,-0.111,0.4287,-0.4404,0.6696,0,stair,subject_10
0.68,-0.583,0.151,-0.186,0.3991,-0.4468,0.6914,0,stair,subject_10
0.69,-0.517,0.193,-0.26,0.3685,-0.4558,0.7095,0,stair,subject_10
0.7,-0.429,0.242,-0.326,0.3377,-0.4667,0.7246,0,stair,subject_10
0.71,-0.357,0.261,-0.384,0.3071,-0.4788,0.7372,0,stair,subject_10
0.72,-0.315,0.264,-0.422,0.2779,-0.4905,0.7486,0,stair,subject_10
0.73,-0.293,0.294,-0.442,0.251,-0.5002,0.7598,0,stair,subject_10
0.74,-0.247,0.32,-0.418,0.2269,-0.5065,0.7719,0,stair,subject_10
0.75,-0.15,0.331,-0.351,0.2051,-0.5092,0.7849,0,stair,subject_10
0.76,-0.063,0.347,-0.336,0.1845,-0.5094,0.7984,0,stair,subject_10
0.77,0.049,0.383,-0.355,0.164,-0.5074,0.812,0,stair,subject_10
0.78,0.098,0.403,-0.393,0.1439,-0.5044,0.8248,0,stair,subject_10
0.79,0.016,0.318,-0.395,0.1242,-0.5013,0.8361,0,stair,subject_10
0.8,0.004,0.389,-0.42,0.1046,-0.4978,0.8463,0,stair,subject_10
0.81,0.022,0.466,-0.436,0.0853,-0.4944,0.8549,0,stair,subject_10
0.82,0.027,0.525,-0.472,0.0663,-0.4912,0.8618,0,stair,subject_10
0.83,-0.001,0.581,-0.502,0.0478,-0.4885,0.8672,0,stair,subject_10
0.84,-0.031,0.637,-0.516,0.0303,-0.4862,0.8711,0,stair,subject_10
0.85,-0.054,0.715,-0.538,0.0143,-0.4852,0.8732,0,stair,subject_10
0.86,-0.074,0.791,-0.559,-0.0002,-0.4857,0.8737,0,stair,subject_10
0.87,-0.07,0.866,-0.565,-0.0131,-0.4883,0.8725,0,stair,subject_10
0.88,-0.072,0.971,-0.536,-0.0243,-0.4923,0.87,0,stair,subject_10
0.89,-0.001,1.13,-0.605,-0.033,-0.4968,0.8667,0,stair,subject_10
0.9,0.025,1.182,-0.597,-0.0373,-0.5013,0.8635,0,stair,subject_10
0.91,-0.109,1.188,-0.537,-0.0351,-0.5041,0.8614,0,stair,subject_10
0.92,-0.594,0.901,-0.558,-0.0249,-0.5064,0.8604,0,stair,subject_10
0.93,-0.57,1.028,-0.779,-0.004,-0.5079,0.8606,0,stair,subject_10
0.94,-0.822,0.45,-0.586,0.037,-0.5126,0.8577,0,stair,subject_10
0.95,-1.416,0.058,0.391,0.0984,-0.5148,0.851,0,stair,subject_10
0.96,-1.802,-0.187,1.212,0.1658,-0.5122,0.8388,0,stair,subject_10
0.97,-2.069,-0.116,0.635,0.2317,-0.4988,0.824,0,stair,subject_10
0.98,-2.497,-0.387,0.131,0.2949,-0.4679,0.8118,0,stair,subject_10
0.99,-2.22,-0.317,-0.052,0.3572,-0.4188,0.8038,0,stair,subject_10
1,-1.928,-0.289,0.25,0.4156,-0.3718,0.791,0,stair,subject_10
