timestamp,ax,ay,az,gx,gy,gz,label,activity,subject
0,0.025,-0.03,0.006,0.4234,0.3929,-0.0116,0,chair,subject_13
0.01,0.033,-0.038,-0.011,0.4177,0.3949,-0.0124,0,chair,subject_13
0.02,0.024,-0.013,-0.015,0.4107,0.3973,-0.0132,0,chair,subject_13
0.03,0.007,0.015,0.004,0.4031,0.4003,-0.0139,0,chair,subject_13
0.04,-0.002,0.027,0.033,0.3955,0.4034,-0.0146,0,chair,subject_13
0.05,0.013,0.046,0.053,0.3881,0.4064,-0.0153,0,chair,subject_13
0.06,0.028,0.094,0.038,0.3808,0.4095,-0.0163,0,chair,subject_13
0.07,0.032,0.117,0.021,0.3749,0.4126,-0.0165,0,chair,subject_13
0.08,0.049,0.106,0.008,0.3717,0.4155,-0.0166,0,chair,subject_13
0.09,0.046,0.123,0.008,0.3707,0.4184,-0.0161,0,chair,subject_13
0.1,0.072,0.036,0.01,0.3721,0.4215,-0.015,0,chair,subject_13
0.11,0.081,0.065,0.029,0.3727,0.4253,-0.0145,0,chair,subject_13
0.12,0.091,0.113,0.035,0.3743,0.4305,-0.0132,0,chair,subject_13
0.13,0.081,0.004,-0.002,0.3792,0.4369,-0.0114,0,chair,subject_13
0.14,0.047,-0.014,0.032,0.3845,0.4435,-0.0078,0,chair,subject_13
0.15,0.01,-0.039,0.032,0.3894,0.4497,-0.0032,0,chair,subject_13
0.16,-0.036,-0.104,0.002,0.3944,0.4561,0.0016,0,chair,subject_13
0.17,-0.021,-0.105,0,0.3989,0.4619,0.0065,0,chair,subject_13
0.18,0.04,-0.035,-0.029,0.4037,0.4672,0.0114,0,chair,subject_13
0.19,0.032,-0.062,-0.049,0.4097,0.4722,0.0155,0,chair,subject_13
0.2,0.018,-0.105,-0.017,0.4149,0.4771,0.0189,0,chair,subject_13
0.21,0.008,-0.124,0.036,0.4187,0.4819,0.0218,0,chair,subject_13
0.22,0.006,-0.077,0.099,0.4215,0.4864,0.0247,0,chair,subject_13
0.23,0.028,-0.052,0.106,0.4247,0.4909,0.0287,0,chair,subject_13
0.24,0,-0.066,0.074,0.4289,0.4949,0.0334,0,chair,subject_13
0.25,-0.017,-0.09,0.086,0.4322,0.4992,0.0387,0,chair,subject_13
0.26,0.008,-0.064,0.09,0.4327,0.5044,0.0439,0,chair,subject_13
0.27,0.026,-0.015,0.086,0.4314,0.5107,0.0486,0,chair,subject_13
0.28,0.016,-0.001,0.042,0.4308,0.518,0.0532,0,chair,subject_13
0.29,0.005,-0.047,0.01,0.4326,0.5257,0.0582,0,chair,subject_13
0.3,-0.049,-0.07,0.047,0.4354,0.5331,0.0646,0,chair,subject_13
0.31,-0.108,-0.151,0.045,0.4365,0.541,0.071,0,chair,subject_13
0.32,-0.146,-0.108,0.001,0.4346,0.5498,0.0759,0,chair,subject_13
0.33,-0.123,-0.014,-0.033,0.4311,0.5589,0.0809,0,chair,subject_13
0.34,-0.104,0.071,-0.054,0.428,0.5678,0.087,0,chair,subject_13
0.35,-0.113,0.112,-0.043,0.4287,0.5751,0.0954,0,chair,subject_13
0.36,-0.102,0.002,-0.088,0.433,0.5809,0.1058,0,chair,subject_13
0.37,-0.061,-0.039,-0.087,0.4371,0.5869,0.1148,0,chair,subject_13
0.38,-0.004,-0.034,-0.023,0.4399,0.5926,0.1222,0,chair,subject_13
0.39,-0.01,0.031,0.046,0.4424,0.5977,0.1296,0,chair,subject_13
0.4,-0.014,0.066,0.052,0.4468,0.6024,0.1376,0,chair,subject_13
0.41,-0.007,0.098,0.038,0.4544,0.6053,0.1468,0,chair,subject_13
0.42,0.017,0.136,0.069,0.4641,0.6062,0.1588,0,chair,subject_13
0.43,0.025,0.081,0.119,0.4758,0.6052,0.1715,0,chair,subject_13
0.44,-0.067,0.026,0.099,0.4864,0.6038,0.1835,0,chair,subject_13
0.45,-0.007,0.011,0.069,0.4953,0.6026,0.1945,0,chair,subject_13
