timestamp,ax,ay,az,gx,gy,gz,label,activity,subject
0,0.02,-0.029,-0.008,-0.5673,0.2955,-0.7431,0,bed,subject_19
0.01,0.018,-0.033,-0.017,-0.5668,0.2952,-0.7435,0,bed,subject_19
0.02,0.025,-0.028,-0.026,-0.5665,0.2948,-0.7438,0,bed,subject_19
0.03,0.023,-0.022,-0.033,-0.5663,0.2946,-0.7441,0,bed,subject_19
0.04,0.018,-0.026,-0.029,-0.5661,0.2946,-0.7443,0,bed,subject_19
0.05,0.016,-0.025,-0.023,-0.5658,0.2949,-0.7443,0,bed,subject_19
0.06,0.013,-0.027,-0.03,-0.5656,0.2955,-0.7444,0,bed,subject_19
0.07,0.01,-0.022,-0.025,-0.5653,0.2962,-0.7444,0,bed,subject_19
0.08,0.006,-0.016,-0.016,-0.5648,0.2972,-0.7444,0,bed,subject_19
0.09,0.005,-0.008,-0.015,-0.5642,0.2985,-0.7445,0,bed,subject_19
0.1,0.003,0.001,-0.009,-0.5633,0.3003,-0.7445,0,bed,subject_19
0.11,-0.001,0.008,-0.015,-0.562,0.3028,-0.7444,0,bed,subject_19
0.12,-0.009,0.012,-0.014,-0.5603,0.3059,-0.7442,0,bed,subject_19
0.13,-0.014,0.018,-0.015,-0.5585,0.3096,-0.7439,0,bed,subject_19
0.14,-0.008,0.023,-0.019,-0.5564,0.3136,-0.7435,0,bed,subject_19
0.15,0.005,0.032,-0.03,-0.5545,0.3178,-0.7429,0,bed,subject_19
0.16,0.019,0.034,-0.039,-0.5527,0.3221,-0.7421,0,bed,subject_19
0.17,0.035,0.032,-0.041,-0.5515,0.3262,-0.7411,0,bed,subject_19
0.18,0.043,0.031,-0.042,-0.5509,0.3296,-0.74,0,bed,subject_19
0.19,0.044,0.019,-0.031,-0.5511,0.3317,-0.7389,0,bed,subject_19
0.2,0.033,0.034,-0.009,-0.5524,0.3319,-0.7379,0,bed,subject_19
0.21,-0.007,0.03,0.01,-0.5547,0.3305,-0.737,0,bed,subject_19
0.22,-0.074,-0.011,0.055,-0.5574,0.3278,-0.7362,0,bed,subject_19
0.23,-0.139,-0.014,0.109,-0.56,0.3239,-0.7357,0,bed,subject_19
0.24,-0.157,-0.032,0.134,-0.5621,0.3193,-0.7358,0,bed,subject_19
0.25,-0.103,-0.039,0.138,-0.563,0.3147,-0.7365,0,bed,subject_19
0.26,0,-0.015,0.1,-0.5623,0.311,-0.738,0,bed,subject_19
0.27,0.079,0.05,0.04,-0.5602,0.3097,-0.7396,0,bed,subject_19
0.28,0.119,0.1,-0.034,-0.5571,0.3119,-0.7403,0,bed,subject_19
0.29,0.108,0.071,-0.062,-0.5533,0.3179,-0.7399,0,bed,subject_19
0.3,0.1,0.064,-0.077,-0.549,0.3266,-0.7385,0,bed,subject_19
